Document ID,Metadata,Content
e21f5577-8e1c-4589-902f-f657b19ab4d7,"{'paragraph_num': '27.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.2'}","The Application Requirements in Appendix A of this Standard include a list of sustainability matters covered in topical ESRS, categorised by topics, sub-topics and sub-sub-topics, to support the materiality assessment. Appendix E Flowchart for determining disclosures to be included of this Standard provides an illustration of the materiality assessment described in this section."
41db8b8d-3226-4658-b2ec-a309945e8c64,"{'paragraph_num': '28.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.2'}","A sustainability matter is “material” when it meets the criteria defined for impact materiality (see section 3.4 of this Standard) or financial materiality (see section 3.5 of this Standard), or both."
0214b45d-e0d3-4a01-b8a7-c3430623a724,"{'paragraph_num': '29.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.2'}","Irrespective of the outcome of its  materiality assessment, the undertaking shall always disclose the  information required by: ESRS 2 General Disclosures (i.e. all the Disclosure Requirements and data points specified in ESRS  2) and the Disclosure Requirements (including their datapoints) in  topical ESRS related to the Disclosure Requirement IRO-1 Description of the process to identify and assess material impacts, risks and opportunities , as listed in ESRS 2 Appendix C Disclosure/Application Requirements in topical ESRS that are applicable jointly with ESRS 2 General Disclosures ."
dd1c4f1c-bea5-46f9-aeb0-5dbc34cf3a51,"{'paragraph_num': '30.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.2'}","When the undertaking concludes that a sustainability matter is material as a result of its materiality assessment, on which ESRS 2 IRO-1, IRO-2 and SBM-3 set disclosure requirements, it shall: (a) disclose  information according to the Disclosure Requirements (including  Application Requirements) related to that specific sustainability matter  in the corresponding topical and sector-specific ESRS; and (b) disclose  additional entity-specific disclosures (see paragraph 11 and AR 1 to AR 5  of this Standard) when the material sustainability matter is not  covered by an ESRS or is covered with insufficient granularity."
cda8049e-7851-4805-93e5-2ae4d06ba76c,"{'paragraph_num': '31.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.2'}","The applicable information prescribed  within a Disclosure Requirement, including its datapoints, or an  entity-specific disclosure, shall be disclosed when the undertaking  assesses, as part of its assessment of material information, that the  information is relevant from one or more of the following perspectives: (a) the significance of the information in relation to the matter it purports to depict or explain; or (b) the capacity of  such information to meet the users’ decision-making needs, including  the needs of primary users of general-purpose financial reporting  described in paragraph 48 and/or the needs of users whose principal  interest is in information about the undertaking’s impacts."
433c2769-c797-4e3f-9980-b52de460c444,"{'paragraph_num': '32.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.2'}","If the undertaking concludes that climate change is not material and therefore omits all disclosure requirements in ESRS E1 Climate change , it shall disclose a detailed explanation of the conclusions of its materiality assessment with regard to climate change (see ESRS 2 IRO-2 Disclosure Requirements in ESRS covered by the undertaking’s sustainability statement ),  including a forward-looking analysis of the conditions that could lead  the undertaking to conclude that climate change is material in the  future. If the undertaking concludes that a topic other than climate  change is not material and therefore it omits all the Disclosure  Requirements in the corresponding topical ESRS, it may briefly explain  the conclusions of its materiality assessment for that topic."
df61d929-2ab1-4cb7-a9de-b73116e31226,"{'paragraph_num': '33.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.2'}","When disclosing information on policies, actions and targets in relation to a sustainability matter that has been assessed to be  material, the undertaking shall include the information prescribed by  all the Disclosure Requirements and datapoints in the topical and  sector-specific ESRS related to that matter and in the corresponding Minimum Disclosure Requirement on policies, actions, and targets  required under ESRS 2. If the undertaking cannot disclose the  information prescribed by either the Disclosure Requirements and  datapoints in the topical or sector-specific ESRS, or the Minimum  Disclosure Requirements in ESRS 2 on policies, actions and targets,  because it has not adopted the respective policies, implemented the  respective actions or set the respective targets, it shall disclose this  to be the case and it may report a timeframe in which it aims to have  these in place."
18ac6b14-6bde-4f06-8338-04900b50912a,"{'paragraph_num': '34.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.2'}","When disclosing information on metrics for a material sustainability matter according to the Metrics and Targets section of the relevant topical ESRS, the undertaking: (a) shall include the information prescribed by a Disclosure Requirement if it assesses such information to be material; and (b) may omit the  information prescribed by a datapoint of a Disclosure Requirement if it  assesses such information to be not material and concludes that such  information is not needed to meet the objective of the Disclosure  Requirement."
3205d7a9-5c74-4e42-8ed4-5733fa42f627,"{'paragraph_num': '35.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.2'}","If the undertaking omits the information  prescribed by a datapoint that derives from other EU legislation listed  in Appendix B of ESRS 2, it shall explicitly state that the information  in question is “not material”."
41201e2e-229e-49ec-8d20-39b92e99bf87,"{'paragraph_num': '36.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.2'}","The undertaking shall establish how it applies criteria, including appropriate thresholds, to determine: (a) the information it discloses on metrics for a material  sustainability matter according to the Metrics and Targets section of  the relevant topical ESRS, in accordance with paragraph 34; and (b) the information to be disclosed as entity-specific disclosures."
119f71d3-cf75-4daf-98ee-8e440f4416fc,"{'title_num': '3.3', 'type': 'title_subsection', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.3'}",Double materiality
59f7c274-878a-4cac-b165-cb844aa6daea,"{'paragraph_num': '37.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.3'}","Double materiality has two dimensions, namely: impact materiality and financial materiality . Unless specified otherwise, the terms “material” and “materiality” are used throughout ESRS to refer to double materiality."
1b6ea7f3-7ff5-477b-a951-2f69152d99ca,"{'paragraph_num': '38.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.3'}","Impact materiality and financial materiality assessments are inter-related and the  interdependencies between these two dimensions shall be considered. In  general, the starting point is the assessment of impacts, although there  may also be material risks and opportunities that are not related to the undertaking’s impacts . A sustainability impact may be  financially material from inception or become financially material, when  it could reasonably be expected to affect the undertaking’s financial  position, financial performance, cash flows, its access to finance or  cost of capital over the short-, medium- or long-term. Impacts are  captured by the impact materiality perspective irrespective of whether  or not they are financially material."
ecccc6e8-8611-4a2c-ad02-7b39f1396d34,"{'paragraph_num': '39.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.3'}","In identifying and assessing the impacts, risks and opportunities in the undertaking’s value chain to determine their materiality , the undertaking shall focus on areas  where impacts, risks and opportunities are deemed likely to arise,  based on the nature of the activities, business relationships,  geographies or other factors concerned."
1ae4f57c-2157-4b21-9ed2-f320885a1833,"{'paragraph_num': '40.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.3'}","The undertaking shall consider how it is affected by its dependencies on the availability of natural, human and social resources at appropriate prices and quality, irrespective of its potential impacts on those resources."
9f0b95ab-45af-4798-bbcf-c2abac630980,"{'paragraph_num': '41.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.3'}","An undertaking’s principal impacts, risks and opportunities are understood to be the same as the material impacts, risks and opportunities identified under the double materiality principle and therefore reported on in its sustainability statement."
6c88df89-614e-4dbb-b37e-1fd3777c6fb7,"{'paragraph_num': '42.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.3'}","The undertaking shall apply the criteria  set under sections 3.4 and 3.5 in this Standard, using appropriate  quantitative and/or qualitative thresholds. Appropriate thresholds  are necessary to determine which impacts, risks and opportunities are identified and addressed by the undertaking as material and to determine which sustainability matters are material for reporting purposes.  Some existing standards and frameworks use the term ""most significant  impacts” when referring to the threshold used to identify the impacts  that are described in ESRS as ""material impacts."""
822ab440-60d0-462f-8480-31f180c4076e,"{'title_num': '3.4', 'type': 'title_subsection', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.4'}",Impact materiality
c0c256da-59dc-4aaf-8143-f03d32b9e897,"{'paragraph_num': '43.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.4'}","A sustainability matter is material from an impact  perspective when it pertains to the undertaking’s material actual or  potential, positive or negative impacts on people or the environment over the  short-, medium- or long-term. Impacts include those connected with the  undertaking’s own operations and upstream and downstream value chain,  including through its products and services, as well as through its  business relationships. Business relationships include those in the undertaking’s upstream and downstream value chain and are not limited to direct contractual relationships."
fe26d20e-7cef-4fdd-afa1-e4c8006f12ba,"{'paragraph_num': '44.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.4'}","In this context, impacts on people or the  environment include impacts in relation to environmental, social and  governance matters."
1b1bb8c2-54f5-41d9-a6a2-f2062d3919bc,"{'paragraph_num': '45.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.4'}","The materiality assessment of a negative impact is  informed by the due diligence process defined in the international  instruments of the UN Guiding Principles on Business and Human Rights  and the OECD Guidelines for Multinational Enterprises. For actual  negative impacts, materiality is based on the severity of the impact,  while for potential negative impacts it is based on the severity and  likelihood of the impact. Severity is based on the following factors: (a) the scale; (b) scope; and (c) irremediable character of the impact. In the case of a potential negative human rights impact, the severity of the impact takes precedence over its likelihood."
125e1d7e-d37d-4220-bcc6-536608e16752,"{'paragraph_num': '46.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.4'}","For positive impacts, materiality is based on: (a) the scale and scope of the impact for actual impacts; and (b) the scale, scope and likelihood of the impact for potential impacts."
f6ff9ede-ce84-4742-bb7a-8b3221ded041,"{'title_num': '3.5', 'type': 'title_subsection', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.5'}",Financial materiality
71838841-0223-4209-945d-7ad823485713,"{'paragraph_num': '47.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.5'}",The scope of financial materiality for sustainability reporting is an  expansion of the scope of materiality used in the process of determining  which information should be included in the undertaking’s financial  statements.
94baa1a7-6258-488b-8f7e-aad321747c33,"{'paragraph_num': '48.', 'type': 'paragraph', 'location_chapter': 'ESRS 1', 'location_section': '3.', 'location_subsection': '3.5'}","The financial materiality assessment corresponds to the  identification of information that is considered material for primary  users of general-purpose financial reports in making decisions relating  to providing resources to the entity. In particular, information is  considered material for primary users of general-purpose financial  reports if omitting, misstating or obscuring that information could  reasonably be expected to influence decisions that they make on the  basis of the undertaking’s sustainability statement ."
