label,content,type,location_chapter,location_section,location_subsection,location_subsection_title,pre_para_note,title_num,paragraph_num
ESRS 1 - 66,"When determining at which level within its  own operations and its upstream and downstream value chain a material  sustainability matter arises, the undertaking shall use its assessment  of impacts, risks and opportunities following the double materiality principle (see chapter 3 of this Standard).",paragraph,ESRS 1,5.,5.1,Reporting undertaking and value chain,,,66.
ESRS 1 - 67,"When associates or joint ventures,  accounted for under the equity method or proportionally consolidated in  the financial statements, are part of the undertaking’s value chain, for  example as suppliers, the undertaking shall include information related  to those associates or joint ventures in accordance with paragraph 63  consistent with the approach adopted for the other business relationships in the value chain. In this case, when determining impact metrics , the data of the associate or joint  venture are not limited to the share of equity held, but shall be taken  into account on the basis of the impacts that are connected with the  undertaking’s products and services through its business relationships.",paragraph,ESRS 1,5.,5.1,Reporting undertaking and value chain,,,67.
ESRS 1(5.)(5),Estimation using sector averages and proxies,title_subsection,ESRS 1,5.,5.2,Estimation using sector averages and proxies,,5.2,
ESRS 1 - 68,"The undertaking’s ability to obtain the necessary upstream and downstream value chain information may vary depending on  various factors, such as the undertaking’s contractual arrangements, the  level of control that it exercises on the operations outside the  consolidation scope and its buying power. When the undertaking does not  have the ability to control the activities of its upstream and/or  downstream value chain and its business relationships, obtaining value  chain information may be more challenging.",paragraph,ESRS 1,5.,5.2,Estimation using sector averages and proxies,,,68.
ESRS 1 - 69,"There are circumstances where the undertaking cannot collect the information about its upstream and downstream value chain as required by paragraph 63 after  making reasonable efforts to do so. In these circumstances, the  undertaking shall estimate the information to be reported about its  upstream and downstream value chain, by using all reasonable and  supportable information, such as sector-average data and other proxies.",paragraph,ESRS 1,5.,5.2,Estimation using sector averages and proxies,,,69.
ESRS 1 - 70,Obtaining value chain information could also be challenging  in the case of SMEs and other upstream and/or downstream value  chain entities that are not in the scope of the sustainability reporting  required by Articles 19a and 29a of Directive 2013/34/EU  (see ESRS 2 BP-2 Disclosures in relation to specific circumstances ).,paragraph,ESRS 1,5.,5.2,Estimation using sector averages and proxies,,,70.
ESRS 1 - 71,"With reference to policies, actions and targets, the undertaking’s reporting shall include upstream and/or downstream value chain information to the extent that those policies, actions and targets involve actors in the value chain . With reference to metrics , in many cases, in particular for  environmental matters for which proxies are available, the undertaking  may be able to comply with the reporting requirements without collecting  data from the actors in its upstream and downstream value chain,  especially from SMEs, for example, when calculating the undertaking’s  GHG Scope 3 emissions.",paragraph,ESRS 1,5.,5.2,Estimation using sector averages and proxies,,,71.
ESRS 1 - 72,The incorporation of estimates made using  sector-average data or other proxies shall not result in information  that does not meet the qualitative characteristics of information (see  chapter 2 and section 7.2 Sources of estimation and outcome uncertainty of this Standard).,paragraph,ESRS 1,5.,5.2,Estimation using sector averages and proxies,,,72.
ESRS 1(6.),Time horizons,title_section,ESRS 1,6.,,,,6.,
ESRS 1(6.)(6),Reporting period,title_subsection,ESRS 1,6.,6.1,Reporting period,,6.1,
ESRS 1 - 73,The reporting period for the undertaking’s sustainability statement shall be consistent with that of its financial statements.,paragraph,ESRS 1,6.,6.1,Reporting period,,,73.
ESRS 1(6.)(6),"Linking past, present and future",title_subsection,ESRS 1,6.,6.2,"Linking past, present and future",,6.2,
ESRS 1 - 74,"The undertaking shall establish appropriate linkages in its sustainability statement between retrospective and  forward-looking information, when relevant, to foster a clear  understanding of how historical information relates to future-oriented  information.",paragraph,ESRS 1,6.,6.2,"Linking past, present and future",,,74.
ESRS 1(6.)(6),Reporting progress against the base year,title_subsection,ESRS 1,6.,6.3,Reporting progress against the base year,,6.3,
ESRS 1 - 75,A base year is the historical reference  date or period for which information is available and against which  subsequent information can be compared over time.,paragraph,ESRS 1,6.,6.3,Reporting progress against the base year,,,75.
ESRS 1 - 76,"The undertaking shall present comparative  information in respect of the base year for amounts reported in the  current period when reporting the developments and progress towards a  target, unless the relevant Disclosure Requirement already defines how  to report progress. The undertaking may also include historical  information about achieved milestones between the base year and the  reporting period when this is relevant information.",paragraph,ESRS 1,6.,6.3,Reporting progress against the base year,,,76.
ESRS 1(6.)(6),"Definition of short-, medium- and long-term for reporting purposes",title_subsection,ESRS 1,6.,6.4,"Definition of short-, medium- and long-term for reporting purposes",,6.4,
ESRS 1 - 77,"When preparing its sustainability statement , the undertaking shall adopt the following time intervals as of the end of the reporting period: (a) for the short-term time horizon: the period adopted by the undertaking as the reporting period in its financial statements; (b) for the medium-term time horizon: from the end of the short-term reporting period defined in (a) up to 5 years; and (c) for the long-term time horizon: more than 5 years.",paragraph,ESRS 1,6.,6.4,"Definition of short-, medium- and long-term for reporting purposes",,,77.
